ts,symbol,interval,open,high,low,close,volume,source
2026-02-17 22:43:00+00:00,BTC-USD,1m,67670.01,67670.01,67614.03,67621.22,5.86724,binance
2026-02-17 22:44:00+00:00,BTC-USD,1m,67621.23,67651.71,67621.23,67629.62,2.04032,binance
2026-02-17 22:45:00+00:00,BTC-USD,1m,67629.62,67629.63,67587.5,67601.46,3.48851,binance
2026-02-17 22:46:00+00:00,BTC-USD,1m,67601.46,67620.19,67601.46,67603.28,1.99951,binance
2026-02-17 22:47:00+00:00,BTC-USD,1m,67603.28,67644.69,67603.27,67626.9,1.3304,binance
2026-02-17 22:48:00+00:00,BTC-USD,1m,67626.91,67637.2,67604.63,67604.63,1.88411,binance
2026-02-17 22:49:00+00:00,BTC-USD,1m,67604.63,67604.64,67585.6,67585.6,2.69867,binance
2026-02-17 22:50:00+00:00,BTC-USD,1m,67585.61,67613.21,67585.6,67613.2,1.34618,binance
2026-02-17 22:51:00+00:00,BTC-USD,1m,67613.21,67613.21,67599.6,67599.61,1.2336,binance
2026-02-17 22:52:00+00:00,BTC-USD,1m,67599.61,67602.59,67581.0,67581.0,1.77785,binance
2026-02-17 22:53:00+00:00,BTC-USD,1m,67581.0,67581.01,67513.42,67535.96,6.29719,binance
2026-02-17 22:54:00+00:00,BTC-USD,1m,67536.0,67598.97,67536.0,67598.97,3.18236,binance
2026-02-17 22:55:00+00:00,BTC-USD,1m,67598.97,67598.97,67558.0,67558.0,3.67866,binance
2026-02-17 22:56:00+00:00,BTC-USD,1m,67558.0,67558.01,67538.14,67538.15,1.21049,binance
2026-02-17 22:57:00+00:00,BTC-USD,1m,67538.15,67538.15,67525.61,67525.61,0.40822,binance
2026-02-17 22:58:00+00:00,BTC-USD,1m,67525.62,67543.75,67525.62,67543.75,1.29614,binance
2026-02-17 22:59:00+00:00,BTC-USD,1m,67543.74,67545.05,67527.72,67527.72,3.11236,binance
2026-02-17 23:00:00+00:00,BTC-USD,1m,67527.72,67544.84,67489.69,67510.0,18.27092,binance
2026-02-17 23:01:00+00:00,BTC-USD,1m,67510.0,67524.18,67453.42,67471.11,9.27718,binance
2026-02-17 23:02:00+00:00,BTC-USD,1m,67471.1,67508.0,67462.76,67472.97,13.20774,binance
2026-02-17 23:03:00+00:00,BTC-USD,1m,67472.96,67518.0,67472.96,67518.0,2.64354,binance
2026-02-17 23:04:00+00:00,BTC-USD,1m,67517.99,67518.0,67504.0,67504.01,1.09573,binance
2026-02-17 23:05:00+00:00,BTC-USD,1m,67504.0,67527.35,67502.0,67527.34,2.88556,binance
2026-02-17 23:06:00+00:00,BTC-USD,1m,67527.35,67555.16,67527.35,67538.01,3.32837,binance
2026-02-17 23:07:00+00:00,BTC-USD,1m,67538.01,67545.03,67513.81,67533.3,4.91631,binance
2026-02-17 23:08:00+00:00,BTC-USD,1m,67533.3,67533.3,67411.54,67418.87,15.11641,binance
2026-02-17 23:09:00+00:00,BTC-USD,1m,67418.87,67445.84,67395.51,67445.83,11.27845,binance
2026-02-17 23:10:00+00:00,BTC-USD,1m,67445.84,67470.0,67437.6,67447.01,9.15111,binance
2026-02-17 23:11:00+00:00,BTC-USD,1m,67447.01,67462.65,67424.0,67437.51,4.27136,binance
2026-02-17 23:12:00+00:00,BTC-USD,1m,67437.52,67438.63,67400.0,67417.99,4.52221,binance
2026-02-17 23:13:00+00:00,BTC-USD,1m,67418.0,67440.01,67417.99,67438.62,2.18509,binance
2026-02-17 23:14:00+00:00,BTC-USD,1m,67438.63,67467.05,67430.02,67467.05,7.72051,binance
2026-02-17 23:15:00+00:00,BTC-USD,1m,67467.04,67483.48,67456.94,67466.18,2.91884,binance
2026-02-17 23:16:00+00:00,BTC-USD,1m,67466.18,67544.91,67454.26,67544.9,5.57546,binance
2026-02-17 23:17:00+00:00,BTC-USD,1m,67544.91,67562.48,67544.9,67562.48,1.93869,binance
2026-02-17 23:18:00+00:00,BTC-USD,1m,67562.47,67580.2,67555.0,67555.01,7.46767,binance
2026-02-17 23:19:00+00:00,BTC-USD,1m,67555.0,67567.99,67546.23,67554.71,2.67027,binance
2026-02-17 23:20:00+00:00,BTC-USD,1m,67554.71,67573.1,67554.7,67563.36,0.82928,binance
2026-02-17 23:21:00+00:00,BTC-USD,1m,67563.37,67575.41,67563.37,67568.39,0.93936,binance
2026-02-17 23:22:00+00:00,BTC-USD,1m,67568.4,67617.46,67568.39,67593.73,3.55112,binance
2026-02-17 23:23:00+00:00,BTC-USD,1m,67593.72,67593.73,67558.61,67558.7,1.73812,binance
2026-02-17 23:24:00+00:00,BTC-USD,1m,67558.7,67564.0,67534.44,67564.0,2.20357,binance
2026-02-17 23:25:00+00:00,BTC-USD,1m,67564.0,67564.0,67542.71,67546.0,1.61861,binance
2026-02-17 23:26:00+00:00,BTC-USD,1m,67546.0,67568.19,67545.99,67568.18,0.94779,binance
2026-02-17 23:27:00+00:00,BTC-USD,1m,67568.19,67568.19,67475.1,67484.74,7.69896,binance
2026-02-17 23:28:00+00:00,BTC-USD,1m,67484.74,67484.75,67449.15,67449.15,2.76054,binance
2026-02-17 23:29:00+00:00,BTC-USD,1m,67449.16,67456.15,67441.25,67444.05,1.45879,binance
2026-02-17 23:30:00+00:00,BTC-USD,1m,67444.06,67445.49,67402.05,67421.51,5.50177,binance
2026-02-17 23:31:00+00:00,BTC-USD,1m,67421.51,67450.8,67421.51,67437.99,3.64452,binance
2026-02-17 23:32:00+00:00,BTC-USD,1m,67438.0,67449.59,67431.68,67431.69,1.85056,binance
2026-02-17 23:33:00+00:00,BTC-USD,1m,67431.69,67431.69,67394.0,67419.17,6.4955,binance
2026-02-17 23:34:00+00:00,BTC-USD,1m,67419.17,67459.17,67419.17,67459.17,0.98807,binance
2026-02-17 23:35:00+00:00,BTC-USD,1m,67459.17,67486.0,67459.16,67470.01,2.55045,binance
2026-02-17 23:36:00+00:00,BTC-USD,1m,67470.0,67501.44,67470.0,67501.44,2.11864,binance
2026-02-17 23:37:00+00:00,BTC-USD,1m,67501.44,67534.65,67501.43,67528.67,4.80828,binance
2026-02-17 23:38:00+00:00,BTC-USD,1m,67528.66,67528.66,67455.92,67461.02,3.10853,binance
2026-02-17 23:39:00+00:00,BTC-USD,1m,67461.02,67475.61,67440.46,67451.62,3.6688,binance
2026-02-17 23:40:00+00:00,BTC-USD,1m,67451.61,67511.33,67451.61,67509.63,2.26003,binance
2026-02-17 23:41:00+00:00,BTC-USD,1m,67509.63,67532.0,67501.2,67509.7,8.21423,binance
2026-02-17 23:42:00+00:00,BTC-USD,1m,67509.69,67509.69,67481.77,67491.89,3.4417,binance
2026-02-17 23:43:00+00:00,BTC-USD,1m,67491.9,67516.29,67491.89,67516.28,2.83467,binance
2026-02-17 23:44:00+00:00,BTC-USD,1m,67516.29,67526.85,67513.52,67526.84,1.17342,binance
2026-02-17 23:45:00+00:00,BTC-USD,1m,67526.85,67539.84,67521.39,67521.4,1.1202,binance
2026-02-17 23:46:00+00:00,BTC-USD,1m,67521.39,67522.02,67518.5,67518.51,1.05008,binance
2026-02-17 23:47:00+00:00,BTC-USD,1m,67518.51,67540.0,67518.5,67540.0,1.27835,binance
2026-02-17 23:48:00+00:00,BTC-USD,1m,67540.0,67558.0,67499.93,67506.45,3.96729,binance
2026-02-17 23:49:00+00:00,BTC-USD,1m,67506.45,67523.68,67499.03,67523.67,1.72187,binance
2026-02-17 23:50:00+00:00,BTC-USD,1m,67523.68,67531.86,67523.68,67528.06,2.24991,binance
2026-02-17 23:51:00+00:00,BTC-USD,1m,67528.07,67530.45,67524.54,67529.13,2.3129,binance
2026-02-17 23:52:00+00:00,BTC-USD,1m,67529.13,67585.37,67529.13,67565.74,5.03165,binance
2026-02-17 23:53:00+00:00,BTC-USD,1m,67565.74,67565.74,67524.54,67525.43,0.92777,binance
2026-02-17 23:54:00+00:00,BTC-USD,1m,67525.43,67525.43,67506.45,67513.99,0.81063,binance
2026-02-17 23:55:00+00:00,BTC-USD,1m,67514.0,67525.36,67489.99,67523.94,6.39338,binance
2026-02-17 23:56:00+00:00,BTC-USD,1m,67523.95,67545.99,67523.95,67545.99,0.54321,binance
2026-02-17 23:57:00+00:00,BTC-USD,1m,67545.99,67545.99,67539.35,67539.36,0.91045,binance
2026-02-17 23:58:00+00:00,BTC-USD,1m,67539.36,67541.05,67515.06,67516.89,2.78026,binance
2026-02-17 23:59:00+00:00,BTC-USD,1m,67516.88,67516.89,67497.4,67503.52,2.32368,binance
2026-02-18 00:00:00+00:00,BTC-USD,1m,67503.52,67536.0,67501.82,67535.99,2.86512,binance
2026-02-18 00:01:00+00:00,BTC-USD,1m,67535.99,67577.52,67533.3,67568.0,2.68556,binance
2026-02-18 00:02:00+00:00,BTC-USD,1m,67568.0,67580.87,67567.37,67571.42,3.73498,binance
2026-02-18 00:03:00+00:00,BTC-USD,1m,67571.42,67578.01,67554.53,67559.27,2.43005,binance
2026-02-18 00:04:00+00:00,BTC-USD,1m,67559.26,67559.27,67525.48,67538.01,1.72977,binance
2026-02-18 00:05:00+00:00,BTC-USD,1m,67538.0,67599.7,67538.0,67599.7,4.87762,binance
2026-02-18 00:06:00+00:00,BTC-USD,1m,67599.7,67599.7,67571.1,67572.11,1.0785,binance
2026-02-18 00:07:00+00:00,BTC-USD,1m,67572.1,67575.16,67566.37,67571.99,2.0385,binance
2026-02-18 00:08:00+00:00,BTC-USD,1m,67572.0,67587.95,67564.23,67576.67,2.39925,binance
2026-02-18 00:09:00+00:00,BTC-USD,1m,67576.67,67607.3,67576.67,67607.3,2.19496,binance
2026-02-18 00:10:00+00:00,BTC-USD,1m,67607.3,67607.3,67599.6,67599.99,0.85122,binance
2026-02-18 00:11:00+00:00,BTC-USD,1m,67599.98,67607.24,67599.98,67600.0,0.94656,binance
2026-02-18 00:12:00+00:00,BTC-USD,1m,67600.01,67617.46,67600.01,67616.56,0.92328,binance
2026-02-18 00:13:00+00:00,BTC-USD,1m,67616.55,67617.46,67602.47,67617.45,0.71739,binance
2026-02-18 00:14:00+00:00,BTC-USD,1m,67617.46,67627.97,67617.45,67625.38,2.5463,binance
2026-02-18 00:15:00+00:00,BTC-USD,1m,67625.38,67625.39,67582.72,67582.72,3.40088,binance
2026-02-18 00:16:00+00:00,BTC-USD,1m,67582.72,67582.73,67555.71,67566.65,1.67492,binance
2026-02-18 00:17:00+00:00,BTC-USD,1m,67566.65,67566.66,67540.0,67553.86,1.35288,binance
2026-02-18 00:18:00+00:00,BTC-USD,1m,67553.86,67580.19,67553.86,67580.19,1.61035,binance
2026-02-18 00:19:00+00:00,BTC-USD,1m,67580.19,67586.85,67576.12,67580.84,1.1904,binance
2026-02-18 00:20:00+00:00,BTC-USD,1m,67580.83,67613.2,67580.83,67602.0,1.33804,binance
2026-02-18 00:21:00+00:00,BTC-USD,1m,67602.0,67603.69,67565.9,67589.74,4.33359,binance
2026-02-18 00:22:00+00:00,BTC-USD,1m,67589.75,67605.1,67589.75,67594.17,2.02889,binance
2026-02-18 00:23:00+00:00,BTC-USD,1m,67594.17,67607.48,67566.81,67566.82,3.18864,binance
2026-02-18 00:24:00+00:00,BTC-USD,1m,67566.82,67573.82,67545.99,67545.99,2.65134,binance
2026-02-18 00:25:00+00:00,BTC-USD,1m,67545.99,67545.99,67459.73,67468.73,3.97517,binance
2026-02-18 00:26:00+00:00,BTC-USD,1m,67468.74,67476.0,67460.0,67464.73,0.72483,binance
2026-02-18 00:27:00+00:00,BTC-USD,1m,67464.73,67478.41,67442.0,67467.68,3.02813,binance
2026-02-18 00:28:00+00:00,BTC-USD,1m,67467.68,67507.04,67467.67,67503.84,1.47532,binance
2026-02-18 00:29:00+00:00,BTC-USD,1m,67503.83,67526.31,67487.17,67495.79,3.72295,binance
2026-02-18 00:30:00+00:00,BTC-USD,1m,67495.79,67523.89,67495.79,67523.89,5.94486,binance
2026-02-18 00:31:00+00:00,BTC-USD,1m,67523.89,67542.06,67523.88,67542.06,2.64882,binance
2026-02-18 00:32:00+00:00,BTC-USD,1m,67542.05,67558.91,67542.05,67558.91,1.46592,binance
2026-02-18 00:33:00+00:00,BTC-USD,1m,67558.91,67606.66,67558.91,67586.96,2.20993,binance
2026-02-18 00:34:00+00:00,BTC-USD,1m,67586.96,67594.85,67577.77,67577.78,0.98763,binance
2026-02-18 00:35:00+00:00,BTC-USD,1m,67577.78,67610.37,67577.78,67605.29,2.33985,binance
2026-02-18 00:36:00+00:00,BTC-USD,1m,67605.29,67605.29,67585.6,67590.98,1.85411,binance
2026-02-18 00:37:00+00:00,BTC-USD,1m,67590.98,67594.36,67577.78,67577.78,1.79007,binance
2026-02-18 00:38:00+00:00,BTC-USD,1m,67577.78,67580.8,67574.91,67580.79,0.97124,binance
2026-02-18 00:39:00+00:00,BTC-USD,1m,67580.8,67592.86,67580.01,67583.66,1.0489,binance
2026-02-18 00:40:00+00:00,BTC-USD,1m,67583.66,67583.66,67540.0,67541.7,2.03542,binance
2026-02-18 00:41:00+00:00,BTC-USD,1m,67541.69,67585.69,67541.69,67575.43,1.58787,binance
2026-02-18 00:42:00+00:00,BTC-USD,1m,67575.43,67580.0,67515.45,67522.78,5.48328,binance
2026-02-18 00:43:00+00:00,BTC-USD,1m,67522.77,67522.78,67488.0,67488.0,2.64189,binance
2026-02-18 00:44:00+00:00,BTC-USD,1m,67488.0,67488.01,67460.0,67460.0,2.63684,binance
2026-02-18 00:45:00+00:00,BTC-USD,1m,67460.01,67460.01,67363.52,67373.63,11.00718,binance
2026-02-18 00:46:00+00:00,BTC-USD,1m,67373.63,67382.28,67351.0,67378.71,9.65972,binance
2026-02-18 00:47:00+00:00,BTC-USD,1m,67378.72,67381.98,67324.49,67341.99,8.29688,binance
2026-02-18 00:48:00+00:00,BTC-USD,1m,67341.99,67406.96,67341.99,67386.4,7.00863,binance
2026-02-18 00:49:00+00:00,BTC-USD,1m,67386.39,67386.4,67356.69,67364.73,3.18232,binance
2026-02-18 00:50:00+00:00,BTC-USD,1m,67364.51,67373.14,67350.0,67350.01,1.43537,binance
2026-02-18 00:51:00+00:00,BTC-USD,1m,67350.0,67363.2,67319.1,67359.75,8.60594,binance
2026-02-18 00:52:00+00:00,BTC-USD,1m,67359.75,67359.75,67326.22,67330.1,2.74923,binance
2026-02-18 00:53:00+00:00,BTC-USD,1m,67330.1,67330.11,67290.3,67303.18,8.94524,binance
2026-02-18 00:54:00+00:00,BTC-USD,1m,67303.17,67314.66,67290.3,67306.12,7.57672,binance
2026-02-18 00:55:00+00:00,BTC-USD,1m,67306.12,67330.8,67306.11,67322.55,1.35851,binance
2026-02-18 00:56:00+00:00,BTC-USD,1m,67322.55,67338.56,67322.54,67338.55,2.45222,binance
2026-02-18 00:57:00+00:00,BTC-USD,1m,67338.56,67344.0,67325.0,67341.69,2.64238,binance
2026-02-18 00:58:00+00:00,BTC-USD,1m,67341.69,67342.42,67314.83,67328.0,5.37264,binance
2026-02-18 00:59:00+00:00,BTC-USD,1m,67328.0,67336.33,67302.62,67302.65,3.34327,binance
2026-02-18 01:00:00+00:00,BTC-USD,1m,67302.65,67373.67,67302.65,67373.66,2.69437,binance
2026-02-18 01:01:00+00:00,BTC-USD,1m,67373.67,67378.26,67353.35,67358.37,3.28662,binance
2026-02-18 01:02:00+00:00,BTC-USD,1m,67358.38,67358.38,67289.31,67293.01,9.73751,binance
2026-02-18 01:03:00+00:00,BTC-USD,1m,67293.0,67302.0,67264.05,67267.2,6.00439,binance
2026-02-18 01:04:00+00:00,BTC-USD,1m,67267.2,67270.56,67104.83,67150.34,47.4717,binance
2026-02-18 01:05:00+00:00,BTC-USD,1m,67150.34,67228.96,67109.84,67215.05,11.725,binance
2026-02-18 01:06:00+00:00,BTC-USD,1m,67215.05,67236.43,67181.2,67182.0,7.90373,binance
2026-02-18 01:07:00+00:00,BTC-USD,1m,67182.01,67182.01,67123.86,67123.87,2.71824,binance
2026-02-18 01:08:00+00:00,BTC-USD,1m,67123.86,67146.0,67084.0,67095.64,24.60031,binance
2026-02-18 01:09:00+00:00,BTC-USD,1m,67095.64,67122.57,67095.64,67122.56,4.50834,binance
2026-02-18 01:10:00+00:00,BTC-USD,1m,67122.56,67122.56,67082.83,67084.0,12.83118,binance
2026-02-18 01:11:00+00:00,BTC-USD,1m,67083.99,67083.99,67055.97,67070.08,5.03407,binance
2026-02-18 01:12:00+00:00,BTC-USD,1m,67070.08,67131.22,67070.08,67128.97,6.96726,binance
2026-02-18 01:13:00+00:00,BTC-USD,1m,67128.97,67177.62,67122.21,67149.02,10.50964,binance
2026-02-18 01:14:00+00:00,BTC-USD,1m,67149.03,67150.56,67095.06,67100.78,15.95723,binance
2026-02-18 01:15:00+00:00,BTC-USD,1m,67100.79,67181.79,67100.79,67179.08,5.10357,binance
2026-02-18 01:16:00+00:00,BTC-USD,1m,67179.07,67179.07,67132.61,67134.38,7.01286,binance
2026-02-18 01:17:00+00:00,BTC-USD,1m,67134.37,67175.4,67134.37,67175.4,2.03669,binance
2026-02-18 01:18:00+00:00,BTC-USD,1m,67175.4,67175.4,67131.32,67131.33,4.8253,binance
2026-02-18 01:19:00+00:00,BTC-USD,1m,67131.32,67154.07,67131.32,67154.07,9.2538,binance
2026-02-18 01:20:00+00:00,BTC-USD,1m,67154.08,67197.87,67154.07,67179.84,8.80097,binance
2026-02-18 01:21:00+00:00,BTC-USD,1m,67179.85,67212.73,67172.39,67212.72,7.76906,binance
2026-02-18 01:22:00+00:00,BTC-USD,1m,67212.72,67231.04,67204.7,67231.03,1.84333,binance
2026-02-18 01:23:00+00:00,BTC-USD,1m,67231.03,67233.15,67201.34,67201.35,4.16583,binance
2026-02-18 01:24:00+00:00,BTC-USD,1m,67201.34,67204.94,67155.35,67155.35,7.21582,binance
2026-02-18 01:25:00+00:00,BTC-USD,1m,67155.36,67158.17,67154.1,67158.17,3.01345,binance
2026-02-18 01:26:00+00:00,BTC-USD,1m,67158.17,67168.91,67144.57,67168.9,1.78961,binance
2026-02-18 01:27:00+00:00,BTC-USD,1m,67168.9,67168.9,67055.02,67072.32,7.60638,binance
2026-02-18 01:28:00+00:00,BTC-USD,1m,67072.31,67072.32,67053.4,67053.4,3.48577,binance
2026-02-18 01:29:00+00:00,BTC-USD,1m,67053.41,67062.76,67045.99,67053.18,5.49792,binance
2026-02-18 01:30:00+00:00,BTC-USD,1m,67053.19,67053.19,66986.0,66988.28,24.47782,binance
2026-02-18 01:31:00+00:00,BTC-USD,1m,66988.28,67047.59,66988.27,67040.0,6.38881,binance
2026-02-18 01:32:00+00:00,BTC-USD,1m,67040.21,67068.0,67027.33,67060.0,16.41937,binance
2026-02-18 01:33:00+00:00,BTC-USD,1m,67060.0,67060.0,66892.03,66909.22,33.46676,binance
2026-02-18 01:34:00+00:00,BTC-USD,1m,66909.23,66931.29,66909.23,66918.0,6.64582,binance
2026-02-18 01:35:00+00:00,BTC-USD,1m,66918.0,66947.56,66914.34,66935.01,5.60435,binance
2026-02-18 01:36:00+00:00,BTC-USD,1m,66935.01,66950.0,66933.63,66949.99,2.80265,binance
2026-02-18 01:37:00+00:00,BTC-USD,1m,66949.98,67000.0,66949.98,67000.0,5.82512,binance
2026-02-18 01:38:00+00:00,BTC-USD,1m,66999.99,67050.0,66993.99,67012.05,7.93595,binance
2026-02-18 01:39:00+00:00,BTC-USD,1m,67012.04,67012.05,66959.6,66962.0,3.69524,binance
2026-02-18 01:40:00+00:00,BTC-USD,1m,66962.0,66980.89,66940.64,66950.71,5.61279,binance
2026-02-18 01:41:00+00:00,BTC-USD,1m,66950.71,67088.78,66943.26,67088.78,25.85717,binance
2026-02-18 01:42:00+00:00,BTC-USD,1m,67088.78,67122.0,67079.23,67122.0,7.17321,binance
2026-02-18 01:43:00+00:00,BTC-USD,1m,67122.0,67142.88,67098.72,67116.61,12.23313,binance
2026-02-18 01:44:00+00:00,BTC-USD,1m,67116.61,67189.45,67110.92,67176.07,17.64379,binance
2026-02-18 01:45:00+00:00,BTC-USD,1m,67176.07,67198.64,67166.82,67170.9,7.57109,binance
2026-02-18 01:46:00+00:00,BTC-USD,1m,67170.91,67179.19,67142.62,67154.67,5.07038,binance
2026-02-18 01:47:00+00:00,BTC-USD,1m,67154.66,67154.67,67124.41,67145.93,3.72715,binance
2026-02-18 01:48:00+00:00,BTC-USD,1m,67145.92,67147.74,67119.03,67119.04,2.46922,binance
2026-02-18 01:49:00+00:00,BTC-USD,1m,67119.04,67126.84,67104.0,67112.61,3.53692,binance
2026-02-18 01:50:00+00:00,BTC-USD,1m,67112.6,67145.76,67106.5,67124.19,2.67222,binance
2026-02-18 01:51:00+00:00,BTC-USD,1m,67124.18,67153.39,67110.48,67153.38,3.54733,binance
2026-02-18 01:52:00+00:00,BTC-USD,1m,67153.38,67166.9,67120.0,67120.0,2.77407,binance
2026-02-18 01:53:00+00:00,BTC-USD,1m,67120.01,67120.01,67091.78,67091.79,2.96471,binance
2026-02-18 01:54:00+00:00,BTC-USD,1m,67091.79,67113.29,67076.91,67086.41,14.62203,binance
2026-02-18 01:55:00+00:00,BTC-USD,1m,67086.41,67094.83,67062.06,67094.82,8.59222,binance
2026-02-18 01:56:00+00:00,BTC-USD,1m,67094.82,67144.85,67087.07,67144.84,3.66448,binance
2026-02-18 01:57:00+00:00,BTC-USD,1m,67144.85,67172.48,67142.86,67156.99,18.55954,binance
2026-02-18 01:58:00+00:00,BTC-USD,1m,67157.0,67167.17,67152.55,67157.72,7.46407,binance
2026-02-18 01:59:00+00:00,BTC-USD,1m,67157.72,67168.21,67157.71,67165.2,25.30094,binance
2026-02-18 02:00:00+00:00,BTC-USD,1m,67165.21,67187.2,67153.36,67174.17,4.72285,binance
2026-02-18 02:01:00+00:00,BTC-USD,1m,67174.18,67226.68,67174.17,67221.58,4.21819,binance
2026-02-18 02:02:00+00:00,BTC-USD,1m,67221.57,67236.56,67212.85,67236.56,6.15464,binance
2026-02-18 02:03:00+00:00,BTC-USD,1m,67236.56,67242.7,67220.0,67242.69,2.40613,binance
2026-02-18 02:04:00+00:00,BTC-USD,1m,67242.69,67251.16,67235.28,67235.29,2.9012,binance
2026-02-18 02:05:00+00:00,BTC-USD,1m,67235.29,67235.3,67217.07,67223.63,1.67828,binance
2026-02-18 02:06:00+00:00,BTC-USD,1m,67223.63,67261.33,67209.45,67261.33,8.93183,binance
2026-02-18 02:07:00+00:00,BTC-USD,1m,67261.32,67300.0,67261.31,67279.87,10.17441,binance
2026-02-18 02:08:00+00:00,BTC-USD,1m,67279.87,67295.2,67253.55,67292.24,4.1386,binance
2026-02-18 02:09:00+00:00,BTC-USD,1m,67292.23,67384.8,67292.23,67372.69,15.6179,binance
2026-02-18 02:10:00+00:00,BTC-USD,1m,67372.68,67400.0,67347.12,67387.16,8.3493,binance
2026-02-18 02:11:00+00:00,BTC-USD,1m,67387.15,67392.13,67360.6,67360.61,1.14206,binance
2026-02-18 02:12:00+00:00,BTC-USD,1m,67360.61,67360.61,67328.46,67337.89,4.435,binance
2026-02-18 02:13:00+00:00,BTC-USD,1m,67337.89,67350.01,67290.45,67290.46,7.32805,binance
2026-02-18 02:14:00+00:00,BTC-USD,1m,67290.45,67290.46,67261.38,67277.03,3.44721,binance
2026-02-18 02:15:00+00:00,BTC-USD,1m,67277.02,67327.75,67277.02,67313.95,4.37645,binance
2026-02-18 02:16:00+00:00,BTC-USD,1m,67313.95,67320.87,67282.0,67290.5,2.35339,binance
2026-02-18 02:17:00+00:00,BTC-USD,1m,67290.5,67319.42,67282.28,67319.41,2.74422,binance
2026-02-18 02:18:00+00:00,BTC-USD,1m,67319.42,67325.85,67302.37,67311.55,2.8065,binance
2026-02-18 02:19:00+00:00,BTC-USD,1m,67311.55,67311.55,67262.1,67262.1,2.80227,binance
2026-02-18 02:20:00+00:00,BTC-USD,1m,67262.1,67275.65,67234.0,67256.86,4.99385,binance
2026-02-18 02:21:00+00:00,BTC-USD,1m,67256.85,67320.48,67256.85,67302.24,3.7511,binance
2026-02-18 02:22:00+00:00,BTC-USD,1m,67302.24,67328.81,67302.23,67302.24,3.88542,binance
2026-02-18 02:23:00+00:00,BTC-USD,1m,67302.24,67309.75,67290.3,67290.3,4.1504,binance
2026-02-18 02:24:00+00:00,BTC-USD,1m,67290.31,67299.89,67220.0,67220.0,8.83139,binance
2026-02-18 02:25:00+00:00,BTC-USD,1m,67220.0,67271.03,67220.0,67258.58,4.12645,binance
2026-02-18 02:26:00+00:00,BTC-USD,1m,67258.58,67261.01,67245.91,67255.39,1.5894,binance
2026-02-18 02:27:00+00:00,BTC-USD,1m,67255.39,67269.72,67255.38,67269.72,1.83998,binance
2026-02-18 02:28:00+00:00,BTC-USD,1m,67269.72,67269.72,67248.09,67248.09,2.05282,binance
2026-02-18 02:29:00+00:00,BTC-USD,1m,67248.09,67258.95,67220.0,67220.0,7.09268,binance
2026-02-18 02:30:00+00:00,BTC-USD,1m,67220.01,67243.84,67220.01,67243.83,2.92745,binance
2026-02-18 02:31:00+00:00,BTC-USD,1m,67243.83,67249.84,67213.08,67249.84,4.31852,binance
2026-02-18 02:32:00+00:00,BTC-USD,1m,67249.84,67272.39,67246.1,67259.9,4.28719,binance
2026-02-18 02:33:00+00:00,BTC-USD,1m,67259.9,67351.9,67259.9,67351.89,2.90224,binance
2026-02-18 02:34:00+00:00,BTC-USD,1m,67351.89,67351.9,67342.0,67343.13,1.8525,binance
2026-02-18 02:35:00+00:00,BTC-USD,1m,67343.13,67417.15,67343.13,67398.36,16.2947,binance
2026-02-18 02:36:00+00:00,BTC-USD,1m,67398.36,67417.81,67375.78,67417.33,5.15142,binance
2026-02-18 02:37:00+00:00,BTC-USD,1m,67417.33,67421.99,67359.55,67359.55,2.06739,binance
2026-02-18 02:38:00+00:00,BTC-USD,1m,67359.55,67390.01,67359.54,67377.27,3.40155,binance
2026-02-18 02:39:00+00:00,BTC-USD,1m,67377.28,67393.99,67376.93,67376.93,4.14755,binance
2026-02-18 02:40:00+00:00,BTC-USD,1m,67376.93,67394.81,67359.55,67384.09,1.85071,binance
2026-02-18 02:41:00+00:00,BTC-USD,1m,67384.09,67384.09,67369.85,67370.75,2.0885,binance
2026-02-18 02:42:00+00:00,BTC-USD,1m,67370.75,67370.75,67370.74,67370.74,3.03621,binance
2026-02-18 02:43:00+00:00,BTC-USD,1m,67370.74,67379.38,67370.74,67373.85,2.94992,binance
2026-02-18 02:44:00+00:00,BTC-USD,1m,67373.84,67374.8,67366.19,67366.19,4.33173,binance
2026-02-18 02:45:00+00:00,BTC-USD,1m,67366.19,67373.85,67360.0,67360.07,2.48997,binance
2026-02-18 02:46:00+00:00,BTC-USD,1m,67360.08,67366.05,67332.0,67346.86,2.91053,binance
2026-02-18 02:47:00+00:00,BTC-USD,1m,67346.85,67353.25,67268.48,67288.0,3.8955,binance
2026-02-18 02:48:00+00:00,BTC-USD,1m,67288.0,67296.4,67283.68,67285.19,1.24905,binance
2026-02-18 02:49:00+00:00,BTC-USD,1m,67285.19,67300.51,67285.19,67297.97,3.06829,binance
2026-02-18 02:50:00+00:00,BTC-USD,1m,67297.96,67317.34,67290.3,67305.93,1.56588,binance
2026-02-18 02:51:00+00:00,BTC-USD,1m,67305.92,67324.2,67299.83,67324.19,2.25972,binance
2026-02-18 02:52:00+00:00,BTC-USD,1m,67324.2,67373.82,67324.19,67360.53,10.28454,binance
2026-02-18 02:53:00+00:00,BTC-USD,1m,67360.53,67361.25,67312.58,67312.59,4.21182,binance
2026-02-18 02:54:00+00:00,BTC-USD,1m,67312.59,67344.0,67312.58,67344.0,2.31182,binance
2026-02-18 02:55:00+00:00,BTC-USD,1m,67344.0,67344.0,67326.88,67326.89,0.91751,binance
2026-02-18 02:56:00+00:00,BTC-USD,1m,67326.88,67357.98,67326.88,67357.98,1.66014,binance
